model_key,layer,head,k,iou_score,program_idxs_used
llama3b,13,4,10,0.613853,68|33|55|23|64|27|30|36|28|24
llama3b,13,5,1,0.604519,68
llama3b,13,5,2,0.608189,68|33
llama3b,13,5,3,0.624535,68|33|55
llama3b,13,5,4,0.63762,68|33|55|23
llama3b,13,5,5,0.648058,68|33|55|23|64
llama3b,13,5,6,0.648058,68|33|55|23|64|27
llama3b,13,5,7,0.648058,68|33|55|23|64|27|30
llama3b,13,5,8,0.648058,68|33|55|23|64|27|30|36
llama3b,13,5,9,0.648058,68|33|55|23|64|27|30|36|28
llama3b,13,5,10,0.648058,68|33|55|23|64|27|30|36|28|24
llama3b,13,6,1,0.386439,44
llama3b,13,6,2,0.387099,44|13
llama3b,13,6,3,0.388783,44|13|40
llama3b,13,6,4,0.388783,44|13|40
llama3b,13,6,5,0.388783,44|13|40
llama3b,13,6,6,0.388783,44|13|40
llama3b,13,6,7,0.388783,44|13|40
llama3b,13,6,8,0.388783,44|13|40
llama3b,13,6,9,0.388783,44|13|40
llama3b,13,6,10,0.388783,44|13|40
llama3b,13,7,1,0.525489,68
llama3b,13,7,2,0.525561,68|33
llama3b,13,7,3,0.530469,68|33|55
llama3b,13,7,4,0.533814,68|33|55|23
llama3b,13,7,5,0.551153,68|33|55|23|64
llama3b,13,7,6,0.551153,68|33|55|23|64|27
llama3b,13,7,7,0.551153,68|33|55|23|64|27|30
llama3b,13,7,8,0.551153,68|33|55|23|64|27|30|36
llama3b,13,7,9,0.551153,68|33|55|23|64|27|30|36|28
llama3b,13,7,10,0.551153,68|33|55|23|64|27|30|36|28|24
llama3b,13,8,1,0.447718,33
llama3b,13,8,2,0.45363,33|68
llama3b,13,8,3,0.454385,33|68|55
llama3b,13,8,4,0.475918,33|68|55|23
llama3b,13,8,5,0.491902,33|68|55|23|64
llama3b,13,8,6,0.491902,33|68|55|23|64|27
llama3b,13,8,7,0.491902,33|68|55|23|64|27|30
llama3b,13,8,8,0.491902,33|68|55|23|64|27|30|36
llama3b,13,8,9,0.491902,33|68|55|23|64|27|30|36|28
llama3b,13,8,10,0.491902,33|68|55|23|64|27|30|36|28|24
llama3b,13,9,1,0.565054,68
llama3b,13,9,2,0.566175,68|33
llama3b,13,9,3,0.578128,68|33|55
llama3b,13,9,4,0.590383,68|33|55|23
llama3b,13,9,5,0.599796,68|33|55|23|64
llama3b,13,9,6,0.599796,68|33|55|23|64|27
llama3b,13,9,7,0.599796,68|33|55|23|64|27|30
llama3b,13,9,8,0.599796,68|33|55|23|64|27|30|36
llama3b,13,9,9,0.599796,68|33|55|23|64|27|30|36|28
llama3b,13,9,10,0.599796,68|33|55|23|64|27|30|36|28|24
llama3b,13,10,1,0.596094,33
llama3b,13,10,2,0.597409,33|68
llama3b,13,10,3,0.598649,33|68|55
llama3b,13,10,4,0.611289,33|68|55|23
llama3b,13,10,5,0.624351,33|68|55|23|64
llama3b,13,10,6,0.624351,33|68|55|23|64|27
llama3b,13,10,7,0.624351,33|68|55|23|64|27|30
llama3b,13,10,8,0.629313,33|68|55|23|64|27|30|59
llama3b,13,10,9,0.629313,33|68|55|23|64|27|30|59|28
llama3b,13,10,10,0.629313,33|68|55|23|64|27|30|59|28|24
llama3b,13,11,1,0.571536,68
llama3b,13,11,2,0.573346,68|33
llama3b,13,11,3,0.580254,68|33|55
llama3b,13,11,4,0.587317,68|33|55|23
llama3b,13,11,5,0.599239,68|33|55|23|64
llama3b,13,11,6,0.599239,68|33|55|23|64|27
llama3b,13,11,7,0.599239,68|33|55|23|64|27|30
llama3b,13,11,8,0.599239,68|33|55|23|64|27|30|36
llama3b,13,11,9,0.599239,68|33|55|23|64|27|30|36|28
llama3b,13,11,10,0.599239,68|33|55|23|64|27|30|36|28|24
llama3b,13,12,1,0.749953,33
llama3b,13,12,2,0.750986,33|68
llama3b,13,12,3,0.758134,33|68|55
llama3b,13,12,4,0.760893,33|68|55|23
llama3b,13,12,5,0.765582,33|68|55|23|64
llama3b,13,12,6,0.765582,33|68|55|23|64|27
llama3b,13,12,7,0.765582,33|68|55|23|64|27|30
llama3b,13,12,8,0.765582,33|68|55|23|64|27|30|36
llama3b,13,12,9,0.765582,33|68|55|23|64|27|30|36|28
llama3b,13,12,10,0.765582,33|68|55|23|64|27|30|36|28|24
llama3b,13,13,1,0.916111,55
llama3b,13,13,2,0.916316,55|23
llama3b,13,13,3,0.918098,55|23|30
llama3b,13,13,4,0.918098,55|23|30|27
llama3b,13,13,5,0.918098,55|23|30|27|64
llama3b,13,13,6,0.918098,55|23|30|27|64|24
llama3b,13,13,7,0.918098,55|23|30|27|64|24|28
llama3b,13,13,8,0.918098,55|23|30|27|64|24|28|58
llama3b,13,13,9,0.918098,55|23|30|27|64|24|28|58|32
llama3b,13,13,10,0.918098,55|23|30|27|64|24|28|58|32|36
llama3b,13,14,1,0.822288,33
llama3b,13,14,2,0.829648,33|68
llama3b,13,14,3,0.834594,33|68|55
llama3b,13,14,4,0.837772,33|68|55|23
llama3b,13,14,5,0.838391,33|68|55|23|64
llama3b,13,14,6,0.838391,33|68|55|23|64|27
llama3b,13,14,7,0.838391,33|68|55|23|64|27|30
llama3b,13,14,8,0.838391,33|68|55|23|64|27|30|36
llama3b,13,14,9,0.838391,33|68|55|23|64|27|30|36|28
llama3b,13,14,10,0.838391,33|68|55|23|64|27|30|36|28|24
llama3b,13,15,1,0.55183,68
llama3b,13,15,2,0.552196,68|33
llama3b,13,15,3,0.562895,68|33|55
llama3b,13,15,4,0.57623,68|33|55|23
llama3b,13,15,5,0.588124,68|33|55|23|64
llama3b,13,15,6,0.588124,68|33|55|23|64|27
llama3b,13,15,7,0.588124,68|33|55|23|64|27|30
llama3b,13,15,8,0.588124,68|33|55|23|64|27|30|36
llama3b,13,15,9,0.588124,68|33|55|23|64|27|30|36|28
llama3b,13,15,10,0.588124,68|33|55|23|64|27|30|36|28|24
llama3b,13,16,1,0.794102,55
llama3b,13,16,2,0.807504,55|68
llama3b,13,16,3,0.812881,55|68|23
llama3b,13,16,4,0.815858,55|68|23|27
llama3b,13,16,5,0.815858,55|68|23|27|30
llama3b,13,16,6,0.815858,55|68|23|27|30|64
llama3b,13,16,7,0.815858,55|68|23|27|30|64|28
llama3b,13,16,8,0.815858,55|68|23|27|30|64|28|36
llama3b,13,16,9,0.815858,55|68|23|27|30|64|28|36|32
llama3b,13,16,10,0.815858,55|68|23|27|30|64|28|36|32|24
llama3b,13,17,1,0.664946,68
llama3b,13,17,2,0.671032,68|33
llama3b,13,17,3,0.689684,68|33|55
llama3b,13,17,4,0.703125,68|33|55|23
llama3b,13,17,5,0.709952,68|33|55|23|64
llama3b,13,17,6,0.709952,68|33|55|23|64|27
llama3b,13,17,7,0.709952,68|33|55|23|64|27|30
llama3b,13,17,8,0.709952,68|33|55|23|64|27|30|36
llama3b,13,17,9,0.709952,68|33|55|23|64|27|30|36|28
llama3b,13,17,10,0.709952,68|33|55|23|64|27|30|36|28|24
llama3b,13,18,1,0.609386,68
llama3b,13,18,2,0.613342,68|33
llama3b,13,18,3,0.625904,68|33|55
llama3b,13,18,4,0.630107,68|33|55|23
llama3b,13,18,5,0.641949,68|33|55|23|64
llama3b,13,18,6,0.641949,68|33|55|23|64|27
llama3b,13,18,7,0.641949,68|33|55|23|64|27|30
llama3b,13,18,8,0.641949,68|33|55|23|64|27|30|36
llama3b,13,18,9,0.641949,68|33|55|23|64|27|30|36|28
llama3b,13,18,10,0.641949,68|33|55|23|64|27|30|36|28|24
llama3b,13,19,1,0.669667,68
llama3b,13,19,2,0.677642,68|33
llama3b,13,19,3,0.686614,68|33|55
llama3b,13,19,4,0.696721,68|33|55|23
llama3b,13,19,5,0.706384,68|33|55|23|64
llama3b,13,19,6,0.706384,68|33|55|23|64|27
llama3b,13,19,7,0.706384,68|33|55|23|64|27|30
llama3b,13,19,8,0.706384,68|33|55|23|64|27|30|36
llama3b,13,19,9,0.706384,68|33|55|23|64|27|30|36|28
llama3b,13,19,10,0.706384,68|33|55|23|64|27|30|36|28|24
llama3b,13,20,1,0.74908,68
llama3b,13,20,2,0.750443,68|33
llama3b,13,20,3,0.764294,68|33|55
llama3b,13,20,4,0.76795,68|33|55|23
llama3b,13,20,5,0.775455,68|33|55|23|64
llama3b,13,20,6,0.775455,68|33|55|23|64|27
llama3b,13,20,7,0.775455,68|33|55|23|64|27|30
llama3b,13,20,8,0.775455,68|33|55|23|64|27|30|36
llama3b,13,20,9,0.775455,68|33|55|23|64|27|30|36|28
llama3b,13,20,10,0.775455,68|33|55|23|64|27|30|36|28|24
llama3b,13,21,1,0.666997,68
llama3b,13,21,2,0.667673,68|33
llama3b,13,21,3,0.672744,68|33|55
llama3b,13,21,4,0.685655,68|33|55|23
llama3b,13,21,5,0.694238,68|33|55|23|64
llama3b,13,21,6,0.694238,68|33|55|23|64|27
llama3b,13,21,7,0.694238,68|33|55|23|64|27|30
llama3b,13,21,8,0.694238,68|33|55|23|64|27|30|36
llama3b,13,21,9,0.694238,68|33|55|23|64|27|30|36|28
llama3b,13,21,10,0.694238,68|33|55|23|64|27|30|36|28|24
llama3b,13,22,1,0.803859,55
llama3b,13,22,2,0.807968,55|23
llama3b,13,22,3,0.813598,55|23|30
llama3b,13,22,4,0.813598,55|23|30|27
llama3b,13,22,5,0.813598,55|23|30|27|64
llama3b,13,22,6,0.813598,55|23|30|27|64|24
llama3b,13,22,7,0.813598,55|23|30|27|64|24|28
llama3b,13,22,8,0.813598,55|23|30|27|64|24|28|58
llama3b,13,22,9,0.813598,55|23|30|27|64|24|28|58|32
llama3b,13,22,10,0.813598,55|23|30|27|64|24|28|58|32|36
llama3b,13,23,1,0.655794,68
llama3b,13,23,2,0.663288,68|55
llama3b,13,23,3,0.667847,68|55|33
llama3b,13,23,4,0.678767,68|55|33|23
llama3b,13,23,5,0.685082,68|55|33|23|64
llama3b,13,23,6,0.685082,68|55|33|23|64|27
llama3b,13,23,7,0.685082,68|55|33|23|64|27|30
llama3b,13,23,8,0.685082,68|55|33|23|64|27|30|36
llama3b,13,23,9,0.685082,68|55|33|23|64|27|30|36|28
llama3b,13,23,10,0.685082,68|55|33|23|64|27|30|36|28|24
llama3b,14,0,1,0.41615,33
llama3b,14,0,2,0.427149,33|68
llama3b,14,0,3,0.430002,33|68|55
llama3b,14,0,4,0.433899,33|68|55|23
llama3b,14,0,5,0.447331,33|68|55|23|64
llama3b,14,0,6,0.447331,33|68|55|23|64|27
llama3b,14,0,7,0.447331,33|68|55|23|64|27|30
llama3b,14,0,8,0.447331,33|68|55|23|64|27|30|36
llama3b,14,0,9,0.447331,33|68|55|23|64|27|30|36|28
llama3b,14,0,10,0.447331,33|68|55|23|64|27|30|36|28|24
llama3b,14,1,1,0.94888,23
llama3b,14,1,2,0.950224,23|55
llama3b,14,1,3,0.950839,23|55|30
llama3b,14,1,4,0.950839,23|55|30|27
llama3b,14,1,5,0.950839,23|55|30|27|64
llama3b,14,1,6,0.950839,23|55|30|27|64|24
llama3b,14,1,7,0.950839,23|55|30|27|64|24|28
llama3b,14,1,8,0.950839,23|55|30|27|64|24|28|58
llama3b,14,1,9,0.950839,23|55|30|27|64|24|28|58|32
llama3b,14,1,10,0.950839,23|55|30|27|64|24|28|58|32|36
llama3b,14,2,1,0.976142,27
llama3b,14,2,2,0.976142,27|30
llama3b,14,2,3,0.976545,27|30|23
llama3b,14,2,4,0.976545,27|30|23|64
llama3b,14,2,5,0.976545,27|30|23|64|28
llama3b,14,2,6,0.976545,27|30|23|64|28|24
llama3b,14,2,7,0.976545,27|30|23|64|28|24|18
llama3b,14,2,8,0.976545,27|30|23|64|28|24|18|2
llama3b,14,2,9,0.976545,27|30|23|64|28|24|18|2|36
llama3b,14,2,10,0.976545,27|30|23|64|28|24|18|2|36|58
llama3b,14,3,1,0.469657,33
llama3b,14,3,2,0.478202,33|68
llama3b,14,3,3,0.480313,33|68|55
llama3b,14,3,4,0.489655,33|68|55|23
llama3b,14,3,5,0.502596,33|68|55|23|64
llama3b,14,3,6,0.502596,33|68|55|23|64|27
llama3b,14,3,7,0.502596,33|68|55|23|64|27|30
llama3b,14,3,8,0.502596,33|68|55|23|64|27|30|36
llama3b,14,3,9,0.502596,33|68|55|23|64|27|30|36|28
llama3b,14,3,10,0.502596,33|68|55|23|64|27|30|36|28|24
llama3b,14,4,1,0.374811,70
llama3b,14,4,2,0.378937,70|9
llama3b,14,4,3,0.388725,70|9|62
llama3b,14,4,4,0.388725,70|9|62
llama3b,14,4,5,0.388725,70|9|62
llama3b,14,4,6,0.388725,70|9|62
llama3b,14,4,7,0.388725,70|9|62
llama3b,14,4,8,0.388725,70|9|62
llama3b,14,4,9,0.388725,70|9|62
llama3b,14,4,10,0.388725,70|9|62
llama3b,14,5,1,0.438449,70
llama3b,14,5,2,0.427088,70|62
llama3b,14,5,3,0.427724,70|62|9
llama3b,14,5,4,0.427724,70|62|9
llama3b,14,5,5,0.427724,70|62|9
llama3b,14,5,6,0.427724,70|62|9
llama3b,14,5,7,0.427724,70|62|9
llama3b,14,5,8,0.427724,70|62|9
llama3b,14,5,9,0.427724,70|62|9
llama3b,14,5,10,0.427724,70|62|9
llama3b,14,6,1,0.518022,33
llama3b,14,6,2,0.520269,33|68
llama3b,14,6,3,0.521085,33|68|55
llama3b,14,6,4,0.535517,33|68|55|23
llama3b,14,6,5,0.548301,33|68|55|23|64
llama3b,14,6,6,0.548301,33|68|55|23|64|27
llama3b,14,6,7,0.548301,33|68|55|23|64|27|30
llama3b,14,6,8,0.548301,33|68|55|23|64|27|30|36
llama3b,14,6,9,0.548301,33|68|55|23|64|27|30|36|28
llama3b,14,6,10,0.548301,33|68|55|23|64|27|30|36|28|24
llama3b,14,7,1,0.52154,33
llama3b,14,7,2,0.525902,33|68
llama3b,14,7,3,0.530666,33|68|55
llama3b,14,7,4,0.539221,33|68|55|23
llama3b,14,7,5,0.553691,33|68|55|23|64
llama3b,14,7,6,0.553691,33|68|55|23|64|27
llama3b,14,7,7,0.553691,33|68|55|23|64|27|30
llama3b,14,7,8,0.553691,33|68|55|23|64|27|30|36
llama3b,14,7,9,0.553691,33|68|55|23|64|27|30|36|28
llama3b,14,7,10,0.553691,33|68|55|23|64|27|30|36|28|24
llama3b,14,8,1,0.571024,33
llama3b,14,8,2,0.616538,33|68
llama3b,14,8,3,0.62253,33|68|59
llama3b,14,8,4,0.627245,33|68|59|52
llama3b,14,8,5,0.629188,33|68|59|52|55
llama3b,14,8,6,0.636162,33|68|59|52|55|23
llama3b,14,8,7,0.652281,33|68|59|52|55|23|64
llama3b,14,8,8,0.652281,33|68|59|52|55|23|64|27
llama3b,14,8,9,0.652281,33|68|59|52|55|23|64|27|30
llama3b,14,8,10,0.652281,33|68|59|52|55|23|64|27|30|24
llama3b,14,9,1,0.469902,33
llama3b,14,9,2,0.470006,33|68
llama3b,14,9,3,0.474042,33|68|55
llama3b,14,9,4,0.481459,33|68|55|23
llama3b,14,9,5,0.493428,33|68|55|23|64
llama3b,14,9,6,0.493428,33|68|55|23|64|27
llama3b,14,9,7,0.493428,33|68|55|23|64|27|30
llama3b,14,9,8,0.493428,33|68|55|23|64|27|30|36
llama3b,14,9,9,0.493428,33|68|55|23|64|27|30|36|28
llama3b,14,9,10,0.493428,33|68|55|23|64|27|30|36|28|24
llama3b,14,10,1,0.618163,68
llama3b,14,10,2,0.627982,68|55
llama3b,14,10,3,0.629996,68|55|23
llama3b,14,10,4,0.638405,68|55|23|27
llama3b,14,10,5,0.638405,68|55|23|27|30
llama3b,14,10,6,0.638405,68|55|23|27|30|64
llama3b,14,10,7,0.638405,68|55|23|27|30|64|28
llama3b,14,10,8,0.638405,68|55|23|27|30|64|28|36
llama3b,14,10,9,0.638405,68|55|23|27|30|64|28|36|32
llama3b,14,10,10,0.638405,68|55|23|27|30|64|28|36|32|24
llama3b,14,11,1,0.662884,68
llama3b,14,11,2,0.6743,68|55
llama3b,14,11,3,0.678792,68|55|33
llama3b,14,11,4,0.686369,68|55|33|23
llama3b,14,11,5,0.692706,68|55|33|23|64
llama3b,14,11,6,0.692706,68|55|33|23|64|27
llama3b,14,11,7,0.692706,68|55|33|23|64|27|30
llama3b,14,11,8,0.692706,68|55|33|23|64|27|30|36
llama3b,14,11,9,0.692706,68|55|33|23|64|27|30|36|28
llama3b,14,11,10,0.692706,68|55|33|23|64|27|30|36|28|24
llama3b,14,12,1,0.794251,55
llama3b,14,12,2,0.79611,55|23
llama3b,14,12,3,0.8004,55|23|30
llama3b,14,12,4,0.8004,55|23|30|27
llama3b,14,12,5,0.8004,55|23|30|27|64
llama3b,14,12,6,0.8004,55|23|30|27|64|24
llama3b,14,12,7,0.8004,55|23|30|27|64|24|28
llama3b,14,12,8,0.8004,55|23|30|27|64|24|28|58
llama3b,14,12,9,0.8004,55|23|30|27|64|24|28|58|32
llama3b,14,12,10,0.8004,55|23|30|27|64|24|28|58|32|36
llama3b,14,13,1,0.880376,55
llama3b,14,13,2,0.881216,55|23
llama3b,14,13,3,0.885849,55|23|30
llama3b,14,13,4,0.885849,55|23|30|27
llama3b,14,13,5,0.885849,55|23|30|27|64
llama3b,14,13,6,0.885849,55|23|30|27|64|24
llama3b,14,13,7,0.885849,55|23|30|27|64|24|28
llama3b,14,13,8,0.885849,55|23|30|27|64|24|28|58
llama3b,14,13,9,0.885849,55|23|30|27|64|24|28|58|32
llama3b,14,13,10,0.885849,55|23|30|27|64|24|28|58|32|36
llama3b,14,14,1,0.783969,68
llama3b,14,14,2,0.821023,68|55
llama3b,14,14,3,0.829548,68|55|23
llama3b,14,14,4,0.831075,68|55|23|27
llama3b,14,14,5,0.831075,68|55|23|27|30
llama3b,14,14,6,0.831075,68|55|23|27|30|64
llama3b,14,14,7,0.831075,68|55|23|27|30|64|28
llama3b,14,14,8,0.831075,68|55|23|27|30|64|28|36
llama3b,14,14,9,0.831075,68|55|23|27|30|64|28|36|32
llama3b,14,14,10,0.831075,68|55|23|27|30|64|28|36|32|24
llama3b,14,15,1,0.570582,68
llama3b,14,15,2,0.570282,68|33
llama3b,14,15,3,0.582998,68|33|55
llama3b,14,15,4,0.600905,68|33|55|23
llama3b,14,15,5,0.611222,68|33|55|23|64
llama3b,14,15,6,0.611222,68|33|55|23|64|27
llama3b,14,15,7,0.611222,68|33|55|23|64|27|30
llama3b,14,15,8,0.611222,68|33|55|23|64|27|30|36
llama3b,14,15,9,0.611222,68|33|55|23|64|27|30|36|28
llama3b,14,15,10,0.611222,68|33|55|23|64|27|30|36|28|24
llama3b,14,16,1,0.653,68
llama3b,14,16,2,0.656505,68|33
llama3b,14,16,3,0.667505,68|33|55
llama3b,14,16,4,0.674983,68|33|55|23
llama3b,14,16,5,0.683063,68|33|55|23|64
llama3b,14,16,6,0.683063,68|33|55|23|64|27
llama3b,14,16,7,0.683063,68|33|55|23|64|27|30
llama3b,14,16,8,0.683063,68|33|55|23|64|27|30|36
llama3b,14,16,9,0.683063,68|33|55|23|64|27|30|36|28
llama3b,14,16,10,0.683063,68|33|55|23|64|27|30|36|28|24
llama3b,14,17,1,0.560899,68
llama3b,14,17,2,0.563398,68|33
llama3b,14,17,3,0.56849,68|33|55
llama3b,14,17,4,0.578692,68|33|55|23
llama3b,14,17,5,0.58777,68|33|55|23|64
llama3b,14,17,6,0.58777,68|33|55|23|64|27
llama3b,14,17,7,0.58777,68|33|55|23|64|27|30
llama3b,14,17,8,0.58777,68|33|55|23|64|27|30|36
llama3b,14,17,9,0.58777,68|33|55|23|64|27|30|36|28
llama3b,14,17,10,0.58777,68|33|55|23|64|27|30|36|28|24
llama3b,14,18,1,0.580568,33
llama3b,14,18,2,0.649523,33|68
llama3b,14,18,3,0.654131,33|68|59
llama3b,14,18,4,0.656776,33|68|59|52
llama3b,14,18,5,0.658212,33|68|59|52|55
llama3b,14,18,6,0.67806,33|68|59|52|55|23
llama3b,14,18,7,0.688202,33|68|59|52|55|23|64
llama3b,14,18,8,0.688202,33|68|59|52|55|23|64|27
llama3b,14,18,9,0.688202,33|68|59|52|55|23|64|27|30
llama3b,14,18,10,0.688202,33|68|59|52|55|23|64|27|30|24
llama3b,14,19,1,0.497209,33
llama3b,14,19,2,0.502535,33|68
llama3b,14,19,3,0.507303,33|68|55
llama3b,14,19,4,0.522807,33|68|55|23
llama3b,14,19,5,0.536691,33|68|55|23|64
llama3b,14,19,6,0.536691,33|68|55|23|64|27
llama3b,14,19,7,0.536691,33|68|55|23|64|27|30
llama3b,14,19,8,0.536691,33|68|55|23|64|27|30|36
llama3b,14,19,9,0.536691,33|68|55|23|64|27|30|36|28
llama3b,14,19,10,0.536691,33|68|55|23|64|27|30|36|28|24
llama3b,14,20,1,0.588503,68
llama3b,14,20,2,0.589064,68|33
llama3b,14,20,3,0.593083,68|33|55
llama3b,14,20,4,0.598295,68|33|55|23
llama3b,14,20,5,0.608369,68|33|55|23|64
llama3b,14,20,6,0.608369,68|33|55|23|64|27
llama3b,14,20,7,0.608369,68|33|55|23|64|27|30
llama3b,14,20,8,0.608369,68|33|55|23|64|27|30|36
llama3b,14,20,9,0.608369,68|33|55|23|64|27|30|36|28
llama3b,14,20,10,0.608369,68|33|55|23|64|27|30|36|28|24
llama3b,14,21,1,0.712364,55
llama3b,14,21,2,0.7181,55|23
llama3b,14,21,3,0.724457,55|23|30
llama3b,14,21,4,0.724457,55|23|30|27
llama3b,14,21,5,0.724457,55|23|30|27|64
llama3b,14,21,6,0.724457,55|23|30|27|64|24
llama3b,14,21,7,0.724457,55|23|30|27|64|24|28
llama3b,14,21,8,0.724457,55|23|30|27|64|24|28|58
llama3b,14,21,9,0.724457,55|23|30|27|64|24|28|58|32
llama3b,14,21,10,0.724457,55|23|30|27|64|24|28|58|32|36
llama3b,14,22,1,0.93438,27
llama3b,14,22,2,0.93438,27|30
llama3b,14,22,3,0.93438,27|30|64
llama3b,14,22,4,0.935083,27|30|64|23
llama3b,14,22,5,0.935083,27|30|64|23|28
llama3b,14,22,6,0.935083,27|30|64|23|28|24
llama3b,14,22,7,0.935083,27|30|64|23|28|24|18
llama3b,14,22,8,0.935083,27|30|64|23|28|24|18|2
llama3b,14,22,9,0.935083,27|30|64|23|28|24|18|2|36
llama3b,14,22,10,0.935083,27|30|64|23|28|24|18|2|36|58
llama3b,14,23,1,0.480209,33
llama3b,14,23,2,0.476819,33|68
llama3b,14,23,3,0.478359,33|68|55
llama3b,14,23,4,0.491364,33|68|55|23
llama3b,14,23,5,0.5009,33|68|55|23|64
llama3b,14,23,6,0.5009,33|68|55|23|64|27
llama3b,14,23,7,0.5009,33|68|55|23|64|27|30
llama3b,14,23,8,0.5009,33|68|55|23|64|27|30|36
llama3b,14,23,9,0.5009,33|68|55|23|64|27|30|36|28
llama3b,14,23,10,0.5009,33|68|55|23|64|27|30|36|28|24
llama3b,15,0,1,0.719896,68
llama3b,15,0,2,0.723164,68|33
llama3b,15,0,3,0.729546,68|33|55
llama3b,15,0,4,0.733288,68|33|55|23
llama3b,15,0,5,0.740474,68|33|55|23|64
llama3b,15,0,6,0.740474,68|33|55|23|64|27
llama3b,15,0,7,0.740474,68|33|55|23|64|27|30
llama3b,15,0,8,0.740474,68|33|55|23|64|27|30|36
llama3b,15,0,9,0.740474,68|33|55|23|64|27|30|36|28
llama3b,15,0,10,0.740474,68|33|55|23|64|27|30|36|28|24
llama3b,15,1,1,0.845095,55
llama3b,15,1,2,0.846403,55|23
llama3b,15,1,3,0.850658,55|23|30
llama3b,15,1,4,0.850658,55|23|30|27
llama3b,15,1,5,0.850658,55|23|30|27|64
llama3b,15,1,6,0.850658,55|23|30|27|64|24
llama3b,15,1,7,0.850658,55|23|30|27|64|24|28
llama3b,15,1,8,0.850658,55|23|30|27|64|24|28|58
llama3b,15,1,9,0.850658,55|23|30|27|64|24|28|58|32
llama3b,15,1,10,0.850658,55|23|30|27|64|24|28|58|32|36
llama3b,15,2,1,0.55301,33
llama3b,15,2,2,0.555853,33|68
llama3b,15,2,3,0.559343,33|68|55
llama3b,15,2,4,0.564365,33|68|55|23
llama3b,15,2,5,0.575106,33|68|55|23|64
llama3b,15,2,6,0.575106,33|68|55|23|64|27
llama3b,15,2,7,0.575106,33|68|55|23|64|27|30
llama3b,15,2,8,0.575106,33|68|55|23|64|27|30|36
llama3b,15,2,9,0.575106,33|68|55|23|64|27|30|36|28
llama3b,15,2,10,0.575106,33|68|55|23|64|27|30|36|28|24
llama3b,15,3,1,0.51099,33
llama3b,15,3,2,0.515766,33|68
llama3b,15,3,3,0.518071,33|68|55
llama3b,15,3,4,0.524892,33|68|55|23
llama3b,15,3,5,0.536239,33|68|55|23|64
llama3b,15,3,6,0.536239,33|68|55|23|64|27
llama3b,15,3,7,0.536239,33|68|55|23|64|27|30
llama3b,15,3,8,0.536239,33|68|55|23|64|27|30|36
llama3b,15,3,9,0.536239,33|68|55|23|64|27|30|36|28
llama3b,15,3,10,0.536239,33|68|55|23|64|27|30|36|28|24
llama3b,15,4,1,0.642168,33
llama3b,15,4,2,0.649914,33|68
llama3b,15,4,3,0.658631,33|68|55
llama3b,15,4,4,0.662793,33|68|55|23
llama3b,15,4,5,0.671266,33|68|55|23|64
llama3b,15,4,6,0.671266,33|68|55|23|64|27
llama3b,15,4,7,0.671266,33|68|55|23|64|27|30
llama3b,15,4,8,0.671266,33|68|55|23|64|27|30|36
llama3b,15,4,9,0.671266,33|68|55|23|64|27|30|36|28
llama3b,15,4,10,0.671266,33|68|55|23|64|27|30|36|28|24
llama3b,15,5,1,0.653361,33
llama3b,15,5,2,0.654637,33|68
llama3b,15,5,3,0.653394,33|68|59
llama3b,15,5,4,0.665937,33|68|59|55
llama3b,15,5,5,0.667469,33|68|59|55|23
llama3b,15,5,6,0.677538,33|68|59|55|23|27
llama3b,15,5,7,0.677538,33|68|59|55|23|27|30
llama3b,15,5,8,0.677538,33|68|59|55|23|27|30|64
llama3b,15,5,9,0.677538,33|68|59|55|23|27|30|64|28
llama3b,15,5,10,0.677538,33|68|59|55|23|27|30|64|28|24
llama3b,15,6,1,0.866845,55
llama3b,15,6,2,0.867946,55|23
llama3b,15,6,3,0.870822,55|23|30
llama3b,15,6,4,0.870822,55|23|30|27
llama3b,15,6,5,0.870822,55|23|30|27|64
llama3b,15,6,6,0.870822,55|23|30|27|64|24
llama3b,15,6,7,0.870822,55|23|30|27|64|24|28
llama3b,15,6,8,0.870822,55|23|30|27|64|24|28|58
llama3b,15,6,9,0.870822,55|23|30|27|64|24|28|58|32
llama3b,15,6,10,0.870822,55|23|30|27|64|24|28|58|32|36
llama3b,15,7,1,0.836566,55
llama3b,15,7,2,0.841375,55|23
llama3b,15,7,3,0.846252,55|23|30
llama3b,15,7,4,0.846252,55|23|30|27
llama3b,15,7,5,0.846252,55|23|30|27|64
llama3b,15,7,6,0.846252,55|23|30|27|64|24
llama3b,15,7,7,0.846252,55|23|30|27|64|24|28
llama3b,15,7,8,0.846252,55|23|30|27|64|24|28|58
llama3b,15,7,9,0.846252,55|23|30|27|64|24|28|58|32
llama3b,15,7,10,0.846252,55|23|30|27|64|24|28|58|32|36
llama3b,15,8,1,0.480149,33
llama3b,15,8,2,0.481824,33|68
llama3b,15,8,3,0.482704,33|68|55
llama3b,15,8,4,0.501876,33|68|55|23
llama3b,15,8,5,0.512035,33|68|55|23|64
llama3b,15,8,6,0.512035,33|68|55|23|64|27
llama3b,15,8,7,0.512035,33|68|55|23|64|27|30
llama3b,15,8,8,0.512035,33|68|55|23|64|27|30|36
llama3b,15,8,9,0.512035,33|68|55|23|64|27|30|36|28
llama3b,15,8,10,0.512035,33|68|55|23|64|27|30|36|28|24
llama3b,15,9,1,0.553274,33
llama3b,15,9,2,0.577402,33|68
llama3b,15,9,3,0.577449,33|68|59
