model_key,layer,head,k,iou_score,program_idxs_used
llama3b,8,11,9,0.597366,68|33|55|23|64|27|30|36|28
llama3b,8,11,10,0.597366,68|33|55|23|64|27|30|36|28|24
llama3b,8,12,1,0.619187,33
llama3b,8,12,2,0.643057,33|68
llama3b,8,12,3,0.642905,33|68|59
llama3b,8,12,4,0.647403,33|68|59|55
llama3b,8,12,5,0.658908,33|68|59|55|27
llama3b,8,12,6,0.658908,33|68|59|55|27|30
llama3b,8,12,7,0.669591,33|68|59|55|27|30|23
llama3b,8,12,8,0.669591,33|68|59|55|27|30|23|64
llama3b,8,12,9,0.669591,33|68|59|55|27|30|23|64|28
llama3b,8,12,10,0.669591,33|68|59|55|27|30|23|64|28|24
llama3b,8,13,1,0.647387,68
llama3b,8,13,2,0.648288,68|33
llama3b,8,13,3,0.659376,68|33|55
llama3b,8,13,4,0.672425,68|33|55|23
llama3b,8,13,5,0.682465,68|33|55|23|64
llama3b,8,13,6,0.682465,68|33|55|23|64|27
llama3b,8,13,7,0.682465,68|33|55|23|64|27|30
llama3b,8,13,8,0.682465,68|33|55|23|64|27|30|36
llama3b,8,13,9,0.682465,68|33|55|23|64|27|30|36|28
llama3b,8,13,10,0.682465,68|33|55|23|64|27|30|36|28|24
llama3b,8,14,1,0.545529,68
llama3b,8,14,2,0.546501,68|33
llama3b,8,14,3,0.556272,68|33|55
llama3b,8,14,4,0.567836,68|33|55|23
llama3b,8,14,5,0.577711,68|33|55|23|64
llama3b,8,14,6,0.577711,68|33|55|23|64|27
llama3b,8,14,7,0.577711,68|33|55|23|64|27|30
llama3b,8,14,8,0.577711,68|33|55|23|64|27|30|36
llama3b,8,14,9,0.577711,68|33|55|23|64|27|30|36|28
llama3b,8,14,10,0.577711,68|33|55|23|64|27|30|36|28|24
llama3b,8,15,1,0.479371,68
llama3b,8,15,2,0.479495,68|33
llama3b,8,15,3,0.486931,68|33|55
llama3b,8,15,4,0.501672,68|33|55|23
llama3b,8,15,5,0.516325,68|33|55|23|64
llama3b,8,15,6,0.516325,68|33|55|23|64|27
llama3b,8,15,7,0.516325,68|33|55|23|64|27|30
llama3b,8,15,8,0.516325,68|33|55|23|64|27|30|36
llama3b,8,15,9,0.516325,68|33|55|23|64|27|30|36|28
llama3b,8,15,10,0.516325,68|33|55|23|64|27|30|36|28|24
llama3b,8,16,1,0.527687,68
llama3b,8,16,2,0.535255,68|33
llama3b,8,16,3,0.535532,68|33|55
llama3b,8,16,4,0.554472,68|33|55|23
llama3b,8,16,5,0.569375,68|33|55|23|64
llama3b,8,16,6,0.569375,68|33|55|23|64|27
llama3b,8,16,7,0.569375,68|33|55|23|64|27|30
llama3b,8,16,8,0.569375,68|33|55|23|64|27|30|36
llama3b,8,16,9,0.569375,68|33|55|23|64|27|30|36|28
llama3b,8,16,10,0.569375,68|33|55|23|64|27|30|36|28|24
llama3b,8,17,1,0.610056,33
llama3b,8,17,2,0.703574,33|68
llama3b,8,17,3,0.705884,33|68|59
llama3b,8,17,4,0.706182,33|68|59|55
llama3b,8,17,5,0.714206,33|68|59|55|23
llama3b,8,17,6,0.71877,33|68|59|55|23|27
llama3b,8,17,7,0.71877,33|68|59|55|23|27|30
llama3b,8,17,8,0.71877,33|68|59|55|23|27|30|64
llama3b,8,17,9,0.71877,33|68|59|55|23|27|30|64|28
llama3b,8,17,10,0.71877,33|68|59|55|23|27|30|64|28|24
llama3b,8,18,1,0.618491,68
llama3b,8,18,2,0.622717,68|55
llama3b,8,18,3,0.634007,68|55|23
llama3b,8,18,4,0.638208,68|55|23|27
llama3b,8,18,5,0.638208,68|55|23|27|30
llama3b,8,18,6,0.638208,68|55|23|27|30|64
llama3b,8,18,7,0.638208,68|55|23|27|30|64|28
llama3b,8,18,8,0.638208,68|55|23|27|30|64|28|36
llama3b,8,18,9,0.638208,68|55|23|27|30|64|28|36|32
llama3b,8,18,10,0.638208,68|55|23|27|30|64|28|36|32|24
llama3b,8,19,1,0.720603,68
llama3b,8,19,2,0.734371,68|55
llama3b,8,19,3,0.73451,68|55|33
llama3b,8,19,4,0.749948,68|55|33|23
llama3b,8,19,5,0.755722,68|55|33|23|64
llama3b,8,19,6,0.755722,68|55|33|23|64|27
llama3b,8,19,7,0.755722,68|55|33|23|64|27|30
llama3b,8,19,8,0.755722,68|55|33|23|64|27|30|36
llama3b,8,19,9,0.755722,68|55|33|23|64|27|30|36|28
llama3b,8,19,10,0.755722,68|55|33|23|64|27|30|36|28|24
llama3b,8,20,1,0.693204,68
llama3b,8,20,2,0.698003,68|33
llama3b,8,20,3,0.703262,68|33|55
llama3b,8,20,4,0.731895,68|33|55|23
llama3b,8,20,5,0.738347,68|33|55|23|64
llama3b,8,20,6,0.738347,68|33|55|23|64|27
llama3b,8,20,7,0.738347,68|33|55|23|64|27|30
llama3b,8,20,8,0.738347,68|33|55|23|64|27|30|36
llama3b,8,20,9,0.738347,68|33|55|23|64|27|30|36|28
llama3b,8,20,10,0.738347,68|33|55|23|64|27|30|36|28|24
llama3b,8,21,1,0.572808,68
llama3b,8,21,2,0.590582,68|55
llama3b,8,21,3,0.621642,68|55|23
llama3b,8,21,4,0.629376,68|55|23|27
llama3b,8,21,5,0.629376,68|55|23|27|30
llama3b,8,21,6,0.629376,68|55|23|27|30|64
llama3b,8,21,7,0.629376,68|55|23|27|30|64|28
llama3b,8,21,8,0.629376,68|55|23|27|30|64|28|36
llama3b,8,21,9,0.629376,68|55|23|27|30|64|28|36|32
llama3b,8,21,10,0.629376,68|55|23|27|30|64|28|36|32|24
llama3b,8,22,1,0.535829,68
llama3b,8,22,2,0.536963,68|33
llama3b,8,22,3,0.537601,68|33|55
llama3b,8,22,4,0.569022,68|33|55|23
llama3b,8,22,5,0.577346,68|33|55|23|64
llama3b,8,22,6,0.577346,68|33|55|23|64|27
llama3b,8,22,7,0.577346,68|33|55|23|64|27|30
llama3b,8,22,8,0.577346,68|33|55|23|64|27|30|36
llama3b,8,22,9,0.577346,68|33|55|23|64|27|30|36|28
llama3b,8,22,10,0.577346,68|33|55|23|64|27|30|36|28|24
llama3b,8,23,1,0.621192,68
llama3b,8,23,2,0.621792,68|33
llama3b,8,23,3,0.630231,68|33|55
llama3b,8,23,4,0.646863,68|33|55|23
llama3b,8,23,5,0.657406,68|33|55|23|64
llama3b,8,23,6,0.657406,68|33|55|23|64|27
llama3b,8,23,7,0.657406,68|33|55|23|64|27|30
llama3b,8,23,8,0.657406,68|33|55|23|64|27|30|36
llama3b,8,23,9,0.657406,68|33|55|23|64|27|30|36|28
llama3b,8,23,10,0.657406,68|33|55|23|64|27|30|36|28|24
llama3b,9,0,1,0.58321,68
llama3b,9,0,2,0.586771,68|33
llama3b,9,0,3,0.592801,68|33|55
llama3b,9,0,4,0.614845,68|33|55|23
llama3b,9,0,5,0.628133,68|33|55|23|64
llama3b,9,0,6,0.628133,68|33|55|23|64|27
llama3b,9,0,7,0.628133,68|33|55|23|64|27|30
llama3b,9,0,8,0.628133,68|33|55|23|64|27|30|36
llama3b,9,0,9,0.628133,68|33|55|23|64|27|30|36|28
llama3b,9,0,10,0.628133,68|33|55|23|64|27|30|36|28|24
llama3b,9,1,1,0.595996,68
llama3b,9,1,2,0.599351,68|33
llama3b,9,1,3,0.60525,68|33|55
llama3b,9,1,4,0.620108,68|33|55|23
llama3b,9,1,5,0.629406,68|33|55|23|64
llama3b,9,1,6,0.629406,68|33|55|23|64|27
llama3b,9,1,7,0.629406,68|33|55|23|64|27|30
llama3b,9,1,8,0.629406,68|33|55|23|64|27|30|36
llama3b,9,1,9,0.629406,68|33|55|23|64|27|30|36|28
llama3b,9,1,10,0.629406,68|33|55|23|64|27|30|36|28|24
llama3b,9,2,1,0.493934,68
llama3b,9,2,2,0.497219,68|33
llama3b,9,2,3,0.499235,68|33|55
llama3b,9,2,4,0.525259,68|33|55|23
llama3b,9,2,5,0.537202,68|33|55|23|64
llama3b,9,2,6,0.537202,68|33|55|23|64|27
llama3b,9,2,7,0.537202,68|33|55|23|64|27|30
llama3b,9,2,8,0.537202,68|33|55|23|64|27|30|36
llama3b,9,2,9,0.537202,68|33|55|23|64|27|30|36|28
llama3b,9,2,10,0.537202,68|33|55|23|64|27|30|36|28|24
llama3b,9,3,1,0.838227,33
llama3b,9,3,2,0.838978,33|68
llama3b,9,3,3,0.842482,33|68|55
llama3b,9,3,4,0.845358,33|68|55|23
llama3b,9,3,5,0.849646,33|68|55|23|64
llama3b,9,3,6,0.849646,33|68|55|23|64|27
llama3b,9,3,7,0.849646,33|68|55|23|64|27|30
llama3b,9,3,8,0.849646,33|68|55|23|64|27|30|36
llama3b,9,3,9,0.849646,33|68|55|23|64|27|30|36|28
llama3b,9,3,10,0.849646,33|68|55|23|64|27|30|36|28|24
llama3b,9,4,1,0.664187,68
llama3b,9,4,2,0.669781,68|33
llama3b,9,4,3,0.689112,68|33|55
llama3b,9,4,4,0.691214,68|33|55|23
llama3b,9,4,5,0.698581,68|33|55|23|64
llama3b,9,4,6,0.698581,68|33|55|23|64|27
llama3b,9,4,7,0.698581,68|33|55|23|64|27|30
llama3b,9,4,8,0.698581,68|33|55|23|64|27|30|36
llama3b,9,4,9,0.698581,68|33|55|23|64|27|30|36|28
llama3b,9,4,10,0.698581,68|33|55|23|64|27|30|36|28|24
llama3b,9,5,1,0.870445,55
llama3b,9,5,2,0.878302,55|23
llama3b,9,5,3,0.883377,55|23|30
llama3b,9,5,4,0.883377,55|23|30|27
llama3b,9,5,5,0.883377,55|23|30|27|64
llama3b,9,5,6,0.883377,55|23|30|27|64|24
llama3b,9,5,7,0.883377,55|23|30|27|64|24|28
llama3b,9,5,8,0.883377,55|23|30|27|64|24|28|58
llama3b,9,5,9,0.883377,55|23|30|27|64|24|28|58|32
llama3b,9,5,10,0.883377,55|23|30|27|64|24|28|58|32|36
llama3b,9,6,1,0.492232,68
llama3b,9,6,2,0.500281,68|33
llama3b,9,6,3,0.500397,68|33|55
llama3b,9,6,4,0.515208,68|33|55|23
llama3b,9,6,5,0.531737,68|33|55|23|64
llama3b,9,6,6,0.531737,68|33|55|23|64|27
llama3b,9,6,7,0.531737,68|33|55|23|64|27|30
llama3b,9,6,8,0.531737,68|33|55|23|64|27|30|36
llama3b,9,6,9,0.531737,68|33|55|23|64|27|30|36|28
llama3b,9,6,10,0.531737,68|33|55|23|64|27|30|36|28|24
llama3b,9,7,1,0.367577,62
llama3b,9,7,2,0.377227,62|70
llama3b,9,7,3,0.377284,62|70|9
llama3b,9,7,4,0.377284,62|70|9
llama3b,9,7,5,0.377284,62|70|9
llama3b,9,7,6,0.377284,62|70|9
llama3b,9,7,7,0.377284,62|70|9
llama3b,9,7,8,0.377284,62|70|9
llama3b,9,7,9,0.377284,62|70|9
llama3b,9,7,10,0.377284,62|70|9
llama3b,9,8,1,0.47398,33
llama3b,9,8,2,0.492776,33|68
llama3b,9,8,3,0.49314,33|68|59
llama3b,9,8,4,0.494967,33|68|59|55
llama3b,9,8,5,0.501576,33|68|59|55|23
llama3b,9,8,6,0.514669,33|68|59|55|23|27
llama3b,9,8,7,0.514669,33|68|59|55|23|27|30
llama3b,9,8,8,0.514669,33|68|59|55|23|27|30|64
llama3b,9,8,9,0.514669,33|68|59|55|23|27|30|64|28
llama3b,9,8,10,0.514669,33|68|59|55|23|27|30|64|28|24
llama3b,9,9,1,0.75971,55
llama3b,9,9,2,0.775602,55|23
llama3b,9,9,3,0.783285,55|23|30
llama3b,9,9,4,0.783285,55|23|30|27
llama3b,9,9,5,0.783285,55|23|30|27|64
llama3b,9,9,6,0.783285,55|23|30|27|64|24
llama3b,9,9,7,0.783285,55|23|30|27|64|24|28
llama3b,9,9,8,0.783285,55|23|30|27|64|24|28|58
llama3b,9,9,9,0.783285,55|23|30|27|64|24|28|58|32
llama3b,9,9,10,0.783285,55|23|30|27|64|24|28|58|32|36
llama3b,9,10,1,0.73139,55
llama3b,9,10,2,0.738777,55|68
llama3b,9,10,3,0.765107,55|68|23
llama3b,9,10,4,0.769572,55|68|23|27
llama3b,9,10,5,0.769572,55|68|23|27|30
llama3b,9,10,6,0.769572,55|68|23|27|30|64
llama3b,9,10,7,0.769572,55|68|23|27|30|64|28
llama3b,9,10,8,0.769572,55|68|23|27|30|64|28|36
llama3b,9,10,9,0.769572,55|68|23|27|30|64|28|36|32
llama3b,9,10,10,0.769572,55|68|23|27|30|64|28|36|32|24
llama3b,9,11,1,0.708959,55
llama3b,9,11,2,0.71327,55|68
llama3b,9,11,3,0.736319,55|68|23
llama3b,9,11,4,0.740063,55|68|23|27
llama3b,9,11,5,0.740063,55|68|23|27|30
llama3b,9,11,6,0.740063,55|68|23|27|30|64
llama3b,9,11,7,0.740063,55|68|23|27|30|64|28
llama3b,9,11,8,0.740063,55|68|23|27|30|64|28|36
llama3b,9,11,9,0.740063,55|68|23|27|30|64|28|36|32
llama3b,9,11,10,0.740063,55|68|23|27|30|64|28|36|32|24
llama3b,9,12,1,0.591853,68
llama3b,9,12,2,0.60443,68|55
llama3b,9,12,3,0.633182,68|55|23
llama3b,9,12,4,0.642832,68|55|23|27
llama3b,9,12,5,0.642832,68|55|23|27|30
llama3b,9,12,6,0.642832,68|55|23|27|30|64
llama3b,9,12,7,0.642832,68|55|23|27|30|64|28
llama3b,9,12,8,0.642832,68|55|23|27|30|64|28|36
llama3b,9,12,9,0.642832,68|55|23|27|30|64|28|36|32
llama3b,9,12,10,0.642832,68|55|23|27|30|64|28|36|32|24
llama3b,9,13,1,0.632181,68
llama3b,9,13,2,0.636201,68|33
llama3b,9,13,3,0.64711,68|33|55
llama3b,9,13,4,0.669319,68|33|55|23
llama3b,9,13,5,0.677728,68|33|55|23|64
llama3b,9,13,6,0.677728,68|33|55|23|64|27
llama3b,9,13,7,0.677728,68|33|55|23|64|27|30
llama3b,9,13,8,0.677728,68|33|55|23|64|27|30|36
llama3b,9,13,9,0.677728,68|33|55|23|64|27|30|36|28
llama3b,9,13,10,0.677728,68|33|55|23|64|27|30|36|28|24
llama3b,9,14,1,0.487057,68
llama3b,9,14,2,0.487606,68|33
llama3b,9,14,3,0.491526,68|33|55
llama3b,9,14,4,0.532446,68|33|55|23
llama3b,9,14,5,0.543752,68|33|55|23|64
llama3b,9,14,6,0.543752,68|33|55|23|64|27
llama3b,9,14,7,0.543752,68|33|55|23|64|27|30
llama3b,9,14,8,0.543752,68|33|55|23|64|27|30|36
llama3b,9,14,9,0.543752,68|33|55|23|64|27|30|36|28
llama3b,9,14,10,0.543752,68|33|55|23|64|27|30|36|28|24
llama3b,9,15,1,0.742838,55
llama3b,9,15,2,0.771821,55|23
llama3b,9,15,3,0.778772,55|23|30
llama3b,9,15,4,0.778772,55|23|30|27
llama3b,9,15,5,0.778772,55|23|30|27|64
llama3b,9,15,6,0.778772,55|23|30|27|64|24
llama3b,9,15,7,0.778772,55|23|30|27|64|24|28
llama3b,9,15,8,0.778772,55|23|30|27|64|24|28|58
llama3b,9,15,9,0.778772,55|23|30|27|64|24|28|58|32
llama3b,9,15,10,0.778772,55|23|30|27|64|24|28|58|32|36
llama3b,9,16,1,0.626222,68
llama3b,9,16,2,0.632474,68|33
llama3b,9,16,3,0.642632,68|33|55
llama3b,9,16,4,0.664155,68|33|55|23
llama3b,9,16,5,0.672889,68|33|55|23|64
llama3b,9,16,6,0.672889,68|33|55|23|64|27
llama3b,9,16,7,0.672889,68|33|55|23|64|27|30
llama3b,9,16,8,0.672889,68|33|55|23|64|27|30|36
llama3b,9,16,9,0.672889,68|33|55|23|64|27|30|36|28
llama3b,9,16,10,0.672889,68|33|55|23|64|27|30|36|28|24
llama3b,9,17,1,0.667243,68
llama3b,9,17,2,0.692765,68|55
llama3b,9,17,3,0.707547,68|55|23
llama3b,9,17,4,0.71706,68|55|23|27
llama3b,9,17,5,0.71706,68|55|23|27|30
llama3b,9,17,6,0.71706,68|55|23|27|30|64
llama3b,9,17,7,0.71706,68|55|23|27|30|64|28
llama3b,9,17,8,0.71706,68|55|23|27|30|64|28|36
llama3b,9,17,9,0.71706,68|55|23|27|30|64|28|36|32
llama3b,9,17,10,0.71706,68|55|23|27|30|64|28|36|32|24
llama3b,9,18,1,0.602288,68
llama3b,9,18,2,0.60301,68|33
llama3b,9,18,3,0.618367,68|33|55
llama3b,9,18,4,0.628618,68|33|55|23
llama3b,9,18,5,0.636189,68|33|55|23|64
llama3b,9,18,6,0.636189,68|33|55|23|64|27
llama3b,9,18,7,0.636189,68|33|55|23|64|27|30
llama3b,9,18,8,0.636189,68|33|55|23|64|27|30|36
llama3b,9,18,9,0.636189,68|33|55|23|64|27|30|36|28
llama3b,9,18,10,0.636189,68|33|55|23|64|27|30|36|28|24
llama3b,9,19,1,0.832644,55
llama3b,9,19,2,0.838427,55|23
llama3b,9,19,3,0.841427,55|23|30
llama3b,9,19,4,0.841427,55|23|30|27
llama3b,9,19,5,0.841427,55|23|30|27|64
llama3b,9,19,6,0.841427,55|23|30|27|64|24
llama3b,9,19,7,0.841427,55|23|30|27|64|24|28
llama3b,9,19,8,0.841427,55|23|30|27|64|24|28|58
llama3b,9,19,9,0.841427,55|23|30|27|64|24|28|58|32
llama3b,9,19,10,0.841427,55|23|30|27|64|24|28|58|32|36
llama3b,9,20,1,0.65459,55
llama3b,9,20,2,0.657441,55|23
llama3b,9,20,3,0.664206,55|23|30
llama3b,9,20,4,0.664206,55|23|30|27
llama3b,9,20,5,0.664206,55|23|30|27|64
llama3b,9,20,6,0.655541,55|23|30|27|64|68
llama3b,9,20,7,0.655541,55|23|30|27|64|68|28
llama3b,9,20,8,0.655541,55|23|30|27|64|68|28|36
llama3b,9,20,9,0.655541,55|23|30|27|64|68|28|36|32
llama3b,9,20,10,0.655541,55|23|30|27|64|68|28|36|32|24
llama3b,9,21,1,0.710122,68
llama3b,9,21,2,0.710994,68|33
llama3b,9,21,3,0.722296,68|33|55
llama3b,9,21,4,0.740863,68|33|55|23
llama3b,9,21,5,0.748802,68|33|55|23|64
llama3b,9,21,6,0.748802,68|33|55|23|64|27
llama3b,9,21,7,0.748802,68|33|55|23|64|27|30
llama3b,9,21,8,0.748802,68|33|55|23|64|27|30|36
llama3b,9,21,9,0.748802,68|33|55|23|64|27|30|36|28
llama3b,9,21,10,0.748802,68|33|55|23|64|27|30|36|28|24
llama3b,9,22,1,0.594371,68
llama3b,9,22,2,0.601359,68|33
llama3b,9,22,3,0.608003,68|33|55
llama3b,9,22,4,0.635961,68|33|55|23
llama3b,9,22,5,0.646839,68|33|55|23|64
llama3b,9,22,6,0.646839,68|33|55|23|64|27
llama3b,9,22,7,0.646839,68|33|55|23|64|27|30
llama3b,9,22,8,0.646839,68|33|55|23|64|27|30|36
llama3b,9,22,9,0.646839,68|33|55|23|64|27|30|36|28
llama3b,9,22,10,0.646839,68|33|55|23|64|27|30|36|28|24
llama3b,9,23,1,0.773089,55
llama3b,9,23,2,0.796953,55|23
llama3b,9,23,3,0.801032,55|23|30
llama3b,9,23,4,0.801032,55|23|30|27
llama3b,9,23,5,0.801032,55|23|30|27|64
llama3b,9,23,6,0.801032,55|23|30|27|64|24
llama3b,9,23,7,0.801032,55|23|30|27|64|24|28
llama3b,9,23,8,0.801032,55|23|30|27|64|24|28|58
llama3b,9,23,9,0.801032,55|23|30|27|64|24|28|58|32
llama3b,9,23,10,0.801032,55|23|30|27|64|24|28|58|32|36
llama3b,10,0,1,0.495047,68
llama3b,10,0,2,0.498999,68|33
llama3b,10,0,3,0.50253,68|33|55
llama3b,10,0,4,0.523124,68|33|55|23
llama3b,10,0,5,0.535772,68|33|55|23|64
llama3b,10,0,6,0.535772,68|33|55|23|64|27
llama3b,10,0,7,0.535772,68|33|55|23|64|27|30
llama3b,10,0,8,0.535772,68|33|55|23|64|27|30|36
llama3b,10,0,9,0.535772,68|33|55|23|64|27|30|36|28
llama3b,10,0,10,0.535772,68|33|55|23|64|27|30|36|28|24
llama3b,10,1,1,0.604492,68
llama3b,10,1,2,0.616981,68|55
llama3b,10,1,3,0.638828,68|55|23
llama3b,10,1,4,0.639134,68|55|23|33
llama3b,10,1,5,0.648673,68|55|23|33|64
llama3b,10,1,6,0.648673,68|55|23|33|64|27
llama3b,10,1,7,0.648673,68|55|23|33|64|27|30
llama3b,10,1,8,0.648673,68|55|23|33|64|27|30|36
llama3b,10,1,9,0.648673,68|55|23|33|64|27|30|36|28
llama3b,10,1,10,0.648673,68|55|23|33|64|27|30|36|28|24
llama3b,10,2,1,0.606802,68
llama3b,10,2,2,0.626872,68|55
llama3b,10,2,3,0.638528,68|55|23
llama3b,10,2,4,0.653088,68|55|23|27
llama3b,10,2,5,0.653088,68|55|23|27|30
llama3b,10,2,6,0.653088,68|55|23|27|30|64
llama3b,10,2,7,0.653979,68|55|23|27|30|64|33
llama3b,10,2,8,0.653979,68|55|23|27|30|64|33|36
llama3b,10,2,9,0.653979,68|55|23|27|30|64|33|36|28
llama3b,10,2,10,0.653979,68|55|23|27|30|64|33|36|28|24
llama3b,10,3,1,0.772278,68
llama3b,10,3,2,0.791739,68|55
llama3b,10,3,3,0.805171,68|55|23
llama3b,10,3,4,0.808416,68|55|23|27
llama3b,10,3,5,0.808416,68|55|23|27|30
llama3b,10,3,6,0.808416,68|55|23|27|30|64
llama3b,10,3,7,0.808416,68|55|23|27|30|64|28
llama3b,10,3,8,0.808416,68|55|23|27|30|64|28|36
llama3b,10,3,9,0.808416,68|55|23|27|30|64|28|36|32
llama3b,10,3,10,0.808416,68|55|23|27|30|64|28|36|32|24
llama3b,10,4,1,0.796724,68
llama3b,10,4,2,0.811852,68|55
llama3b,10,4,3,0.818784,68|55|23
llama3b,10,4,4,0.821262,68|55|23|27
llama3b,10,4,5,0.821262,68|55|23|27|30
llama3b,10,4,6,0.821262,68|55|23|27|30|64
llama3b,10,4,7,0.821262,68|55|23|27|30|64|28
llama3b,10,4,8,0.821262,68|55|23|27|30|64|28|36
llama3b,10,4,9,0.821262,68|55|23|27|30|64|28|36|32
llama3b,10,4,10,0.821262,68|55|23|27|30|64|28|36|32|24
llama3b,10,5,1,0.781993,68
llama3b,10,5,2,0.797334,68|55
llama3b,10,5,3,0.812438,68|55|23
llama3b,10,5,4,0.816503,68|55|23|27
llama3b,10,5,5,0.816503,68|55|23|27|30
llama3b,10,5,6,0.816503,68|55|23|27|30|64
llama3b,10,5,7,0.816503,68|55|23|27|30|64|28
llama3b,10,5,8,0.816503,68|55|23|27|30|64|28|36
llama3b,10,5,9,0.816503,68|55|23|27|30|64|28|36|32
llama3b,10,5,10,0.816503,68|55|23|27|30|64|28|36|32|24
llama3b,10,6,1,0.589312,68
llama3b,10,6,2,0.60826,68|55
llama3b,10,6,3,0.638889,68|55|23
llama3b,10,6,4,0.647295,68|55|23|27
llama3b,10,6,5,0.647295,68|55|23|27|30
llama3b,10,6,6,0.647295,68|55|23|27|30|64
llama3b,10,6,7,0.647295,68|55|23|27|30|64|28
llama3b,10,6,8,0.647295,68|55|23|27|30|64|28|36
llama3b,10,6,9,0.647295,68|55|23|27|30|64|28|36|32
llama3b,10,6,10,0.647295,68|55|23|27|30|64|28|36|32|24
llama3b,10,7,1,0.521549,33
llama3b,10,7,2,0.524795,33|68
llama3b,10,7,3,0.527391,33|68|55
llama3b,10,7,4,0.536664,33|68|55|23
llama3b,10,7,5,0.548218,33|68|55|23|64
llama3b,10,7,6,0.548218,33|68|55|23|64|27
llama3b,10,7,7,0.548218,33|68|55|23|64|27|30
llama3b,10,7,8,0.551711,33|68|55|23|64|27|30|59
llama3b,10,7,9,0.551711,33|68|55|23|64|27|30|59|28
llama3b,10,7,10,0.551711,33|68|55|23|64|27|30|59|28|24
llama3b,10,8,1,0.590842,68
llama3b,10,8,2,0.614949,68|55
llama3b,10,8,3,0.648412,68|55|27
llama3b,10,8,4,0.648412,68|55|27|30
llama3b,10,8,5,0.659543,68|55|27|30|23
llama3b,10,8,6,0.659543,68|55|27|30|23|64
llama3b,10,8,7,0.659543,68|55|27|30|23|64|28
llama3b,10,8,8,0.659543,68|55|27|30|23|64|28|36
llama3b,10,8,9,0.659543,68|55|27|30|23|64|28|36|32
llama3b,10,8,10,0.659543,68|55|27|30|23|64|28|36|32|24
llama3b,10,9,1,0.731256,55
llama3b,10,9,2,0.758138,55|23
llama3b,10,9,3,0.764597,55|23|30
llama3b,10,9,4,0.764597,55|23|30|27
llama3b,10,9,5,0.764597,55|23|30|27|64
llama3b,10,9,6,0.764597,55|23|30|27|64|24
llama3b,10,9,7,0.764597,55|23|30|27|64|24|28
llama3b,10,9,8,0.764597,55|23|30|27|64|24|28|58
llama3b,10,9,9,0.764597,55|23|30|27|64|24|28|58|32
llama3b,10,9,10,0.764597,55|23|30|27|64|24|28|58|32|36
llama3b,10,10,1,0.592264,68
llama3b,10,10,2,0.596344,68|33
llama3b,10,10,3,0.597469,68|33|55
llama3b,10,10,4,0.617918,68|33|55|23
llama3b,10,10,5,0.627402,68|33|55|23|64
llama3b,10,10,6,0.627402,68|33|55|23|64|27
llama3b,10,10,7,0.627402,68|33|55|23|64|27|30
llama3b,10,10,8,0.627402,68|33|55|23|64|27|30|36
llama3b,10,10,9,0.627402,68|33|55|23|64|27|30|36|28
llama3b,10,10,10,0.627402,68|33|55|23|64|27|30|36|28|24
llama3b,10,11,1,0.818567,55
llama3b,10,11,2,0.833513,55|23
llama3b,10,11,3,0.836963,55|23|30
llama3b,10,11,4,0.836963,55|23|30|27
llama3b,10,11,5,0.836963,55|23|30|27|64
llama3b,10,11,6,0.836963,55|23|30|27|64|24
llama3b,10,11,7,0.836963,55|23|30|27|64|24|28
llama3b,10,11,8,0.836963,55|23|30|27|64|24|28|58
llama3b,10,11,9,0.836963,55|23|30|27|64|24|28|58|32
llama3b,10,11,10,0.836963,55|23|30|27|64|24|28|58|32|36
llama3b,10,12,1,0.405692,33
llama3b,10,12,2,0.40769,33|68
llama3b,10,12,3,0.408778,33|68|55
llama3b,10,12,4,0.421866,33|68|55|23
llama3b,10,12,5,0.437999,33|68|55|23|64
llama3b,10,12,6,0.437999,33|68|55|23|64|27
llama3b,10,12,7,0.437999,33|68|55|23|64|27|30
llama3b,10,12,8,0.437999,33|68|55|23|64|27|30|36
llama3b,10,12,9,0.437999,33|68|55|23|64|27|30|36|28
llama3b,10,12,10,0.437999,33|68|55|23|64|27|30|36|28|24
llama3b,10,13,1,0.429372,68
llama3b,10,13,2,0.431626,68|33
llama3b,10,13,3,0.431748,68|33|55
llama3b,10,13,4,0.452282,68|33|55|23
llama3b,10,13,5,0.471163,68|33|55|23|64
llama3b,10,13,6,0.471163,68|33|55|23|64|27
llama3b,10,13,7,0.471163,68|33|55|23|64|27|30
llama3b,10,13,8,0.471163,68|33|55|23|64|27|30|36
llama3b,10,13,9,0.471163,68|33|55|23|64|27|30|36|28
llama3b,10,13,10,0.471163,68|33|55|23|64|27|30|36|28|24
llama3b,10,14,1,0.383838,70
llama3b,10,14,2,0.388308,70|62
llama3b,10,14,3,0.38841,70|62|9
llama3b,10,14,4,0.38841,70|62|9
llama3b,10,14,5,0.38841,70|62|9
llama3b,10,14,6,0.38841,70|62|9
llama3b,10,14,7,0.38841,70|62|9
llama3b,10,14,8,0.38841,70|62|9
llama3b,10,14,9,0.38841,70|62|9
llama3b,10,14,10,0.38841,70|62|9
llama3b,10,15,1,0.753932,55
llama3b,10,15,2,0.75374,55|68
llama3b,10,15,3,0.771759,55|68|23
llama3b,10,15,4,0.778691,55|68|23|27
llama3b,10,15,5,0.778691,55|68|23|27|30
llama3b,10,15,6,0.778691,55|68|23|27|30|64
llama3b,10,15,7,0.778691,55|68|23|27|30|64|28
llama3b,10,15,8,0.778691,55|68|23|27|30|64|28|36
llama3b,10,15,9,0.778691,55|68|23|27|30|64|28|36|32
